,codigo,placa,linha,latitude,longitude,dataHora,velocidade,id_migracao_trajeto,sentido,trajeto,hodometro,direcao
184,902115,,35,-22.972575,-43.401598,1690384977000,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],14950.2, 
185,903028,,50,-22.876282,-43.329539,1690384283000,0.0,,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],31655.2, 
186,901061,,51,-23.008818,-43.440648,1690381550000,0.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],43473.1,262
187,903030,,50,-22.972192,-43.401097,1690387193000,0.0,,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],41091.8,183
188,903057,,17,-22.920533,-43.60797,1687766399000,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],12199.8, 
189,901051,,22,-22.964663,-43.391943,1690385542000,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],39131.3, 
190,901064,,22,-23.000474,-43.335551,1690387183000,19.4,,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],49055.3,284
191,902107,,31,-22.876455,-43.329683,1690385572000,0.0,,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],9145.4, 
192,901049,,40,-22.964764,-43.392185,1690335046000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],33144.199,340
193,901073,,52,-23.000889,-43.36766,1690385163000,0.0,,volta,52 - SENTIDO V. MILITAR (PARADOR) [VOLTA],41975.5, 
194,901048,,51,-22.862322,-43.400736,1690387198000,5.4,,ida,51 - SENTIDO RECREIO (PARADOR) [IDA],26510.3,234
195,901065,,52,-23.000928,-43.367334,1690386069000,0.0,,volta,52 - SENTIDO V. MILITAR (PARADOR) [VOLTA],35523.7, 
196,903031,,50,-23.000057,-43.364193,1690387195000,54.1,,volta,50 - SENTIDO T. OLIMPICO (PARADOR) [VOLTA],40734.3,267
197,902092,,35,-23.001369,-43.36702,1690387180000,0.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],7502.7,90
198,903032,,42,-22.839714,-43.239568,1690387183000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],42862.6,142
199,901075,,51,-23.008294,-43.440062,1690385973000,0.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],49208.0, 
200,903055,,17,-22.915293,-43.606223,1690387195000,23.3,,volta,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [VOLTA],19032.6,246
201,902112,,31,-22.876309,-43.329709,1690384515000,0.0,,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],11289.1, 
202,903037,,17,-22.919611,-43.681959,1690387187000,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],20837.6,144
203,903002,,42,-22.838823,-43.240336,1690387199000,19.9,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],7118.4,124
204,901080,,53,-23.000924,-43.366046,1690378338000,0.0,,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],31450.8,89
205,902110,,35,-22.878328,-43.336285,1690387183000,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],8971.8, 
206,902114,,35,-22.97242,-43.401336,1690386519000,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],9046.3, 
207,902078,,31,-22.96473,-43.391745,1690384036000,0.0,,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],10372.2, 
208,902111,,35,-22.889093,-43.346294,1690387189000,0.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],10412.5,28
209,902025,,35,-22.983708,-43.36569,1690387188000,0.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],9930.4,3
210,903054,,17,-22.914234,-43.601155,1690387199000,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],17790.8,78
211,903021,,42,-22.877089,-43.335923,1690387190000,24.5,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],34767.4,32
212,903056,,17,-22.916869,-43.633153,1690387199000,5.5,,volta,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [VOLTA],14780.9,258
213,903000,,50,-22.97194,-43.400814,1690380606000,0.0,,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],31992.7,21
214,903058,,17,-22.918888,-43.607601,1690384182000,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],9285.7,88
215,901072,,52,-23.000932,-43.367567,1690381221000,0.0,,volta,52 - SENTIDO V. MILITAR (PARADOR) [VOLTA],38741.3, 
216,902045,,31,-23.000699,-43.366385,1690376675000,0.0,,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],6902.7, 
217,903008,,42,-22.876766,-43.330308,1690386568000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],48276.5, 
218,903007,,50,-22.971909,-43.400691,1690379168000,0.0,,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],41462.0,351
219,903004,,42,-22.851494,-43.311184,1690387189000,41.0,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],39345.8,58
220,903006,,42,-22.852266,-43.315827,1690387187000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],46538.6,277
221,901046,,22,-23.000582,-43.365916,1690380126000,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],28766.5,299
222,903005,,42,-22.837839,-43.288089,1690387179000,6.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],38960.7,266
223,903022,,50,-22.971907,-43.400744,1690371283000,0.3,,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],37804.7,358
224,903035,,17,-22.934737,-43.665421,1690387143000,0.0,,volta,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [VOLTA],19700.6,180
225,901059,,51,-23.00844,-43.440438,1690385358000,0.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],48489.5, 
226,903003,,42,-22.838766,-43.241525,1690387186000,18.3,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],41863.8,149
227,901019,,22,-23.003845,-43.322865,1690387183000,34.3,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],32223.5,115
228,901020,,22,-23.006633,-43.314339,1690374077000,0.0,,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],25582.9, 
229,901021,,22,-22.965209,-43.391986,1690386342000,0.2,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],17711.6, 
230,901022,,22,-23.006548,-43.314822,1690385276000,0.0,,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],18683.2, 
231,901023,,51,-22.964681,-43.391649,1690381797000,0.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],33696.4,68
232,901024,,22,-22.965221,-43.391123,1690382369000,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],20748.4, 
233,901025,,51,-23.008361,-43.439815,1690386995000,0.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],40917.8,70
234,901026,,51,-22.965383,-43.391165,1690383411000,0.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],32959.6, 
235,901027,,51,-22.887108,-43.400992,1690385850000,0.0,,ida,51 - SENTIDO RECREIO (PARADOR) [IDA],26179.5,190
236,901028,,40,-22.964707,-43.392101,1690386329000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],23883.9, 
237,903001,,38,-22.876341,-43.329516,1690337460000,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],46484.4, 
238,901029,,52,-23.000863,-43.367722,1690385280000,0.0,,volta,52 - SENTIDO V. MILITAR (PARADOR) [VOLTA],24950.1, 
239,901030,,22,-23.000924,-43.367377,1690377950000,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],21949.3,112
240,901031,,46,-22.964604,-43.391919,1690384497000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],24484.4, 
241,901032,,22,-23.000873,-43.367243,1690378379000,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],25408.2,141
242,901033,,40,-22.964504,-43.392015,1690386097000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],26774.3, 
243,901034,,22,-23.000923,-43.36712,1690380300000,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],27640.2, 
244,901035,,22,-22.964545,-43.392206,1690386757000,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],26023.3, 
245,901036,,40,-23.0009,-43.367306,1690385529000,0.0,,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],22919.2, 
246,901037,,52,-22.964744,-43.392119,1690384459000,0.0,,ida,52 - SENTIDO ALVORADA (PARADOR) [IDA],20007.8, 
247,901038,,22,-23.000926,-43.367132,1690380310000,0.0,,volta,,27470.4,134
248,901039,,22,-23.000668,-43.366022,1690387105000,27.9,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],24795.5,88
249,901040,,41,-22.973626,-43.403864,1690387178000,58.2,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],29720.7,35
250,901041,,22,-23.000879,-43.364338,1690387004000,15.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],26302.3,203
251,901042,,22,-23.000685,-43.36734,1690383014000,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],30008.0,83
252,901043,,22,-22.964955,-43.391169,1690385761000,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],25145.7, 
253,901054,,41,-22.878766,-43.33628,1690387196000,3.2,,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],21469.6,157
254,903009,,42,-22.870391,-43.33561,1690387183000,0.6,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],47333.7,192
255,903010,,42,-22.848303,-43.265639,1690387183000,15.9,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],43826.0,323
256,903011,,42,-22.839772,-43.239454,1690387188000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],45487.1,144
257,903012,,42,-22.84964,-43.246775,1690387194000,49.0,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],48104.5,51
258,903015,,42,-22.855014,-43.252014,1690387194000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],48009.2,249
259,903016,,42,-22.839878,-43.239364,1690387183000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],42678.4,142
260,903017,,50,-22.97188,-43.400827,1690373947000,0.0,,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],44993.3,356
261,903018,,38,-22.87661,-43.329493,1690383319000,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],11283.1,81
262,903019,,50,-22.876099,-43.32944,1690221757000,0.0,,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],4452.0, 
263,903020,,50,-22.971896,-43.400769,1690385934000,0.0,,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],43932.6, 
264,903023,,42,-22.876882,-43.330267,1690384635000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],39307.7, 
265,903024,,42,-22.847308,-43.266391,1690387184000,45.9,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],38165.9,143
266,903025,,50,-22.971957,-43.40078,1690382081000,0.0,,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],39569.0,351
267,903013,,42,-22.876176,-43.32953,1690380212000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],44577.6, 
268,903014,,50,-22.973154,-43.385003,1690387190000,0.0,,volta,50 - SENTIDO T. OLIMPICO (PARADOR) [VOLTA],51861.3,274
269,902097,,31,-22.965707,-43.391778,1690383212000,0.0,,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],11224.1, 
270,901045,,53,-22.899281,-43.397675,1690387166000,53.3,,ida,53 - SENTIDO ALVORADA (EXPRESSO) [IDA],32433.5,169
271,901053,,53,-22.996695,-43.365928,1690387188000,54.4,,ida,53 - SENTIDO ALVORADA (EXPRESSO) [IDA],20009.5,186
272,901060,,51,-23.008697,-43.440443,1690386759000,0.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],24920.2, 
273,903052,,17,-22.91569,-43.627813,1690387185000,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],21928.4,66
274,903060,,17,-22.920667,-43.608057,1690383199000,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],20533.4, 
275,903063,,17,-22.918842,-43.607586,1690383183000,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],21498.6,89
276,901000,,22,-22.964816,-43.39205,1690386013000,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],30275.4, 
277,902113,,31,-23.000703,-43.365962,1690385439000,0.0,,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],8929.5, 
278,902118,,31,-22.964669,-43.391787,1690384152000,0.0,,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],7729.0, 
279,902117,,31,-23.000685,-43.365939,1690379550000,0.0,,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],10316.6, 
280,901052,,51,-22.964623,-43.391913,1690386057000,0.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],20219.3, 
281,901056,,22,-23.000745,-43.368147,1690387047000,22.2,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],25404.1,44
282,901044,,22,-23.00092,-43.36745,1690384983000,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],29711.1, 
283,903033,,42,-22.839366,-43.239971,1690382727000,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],36696.9,146
284,902049,,41,-22.888487,-43.346061,1690387196000,0.1,,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],36151.0,211
285,902020,,46,-22.971244,-43.388051,1690387168000,32.3,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],31795.6,306
286,902022,,46,-22.852643,-43.319431,1690387196000,44.4,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],30953.8,77
287,901092,,53,-22.999436,-43.368512,1690387196000,34.0,,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],2568.9,47
288,901093,,51,-22.95317,-43.390772,1690387186000,0.0,,ida,51 - SENTIDO RECREIO (PARADOR) [IDA],27996.5,198
289,902023,,46,-22.854305,-43.251558,1690365942000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],24161.5, 
290,902059,,43,-22.965304,-43.392089,1690383682000,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],35815.2, 
291,902056,,46,-22.854133,-43.251513,1690383561000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],34768.6, 
292,901091,,51,-23.008529,-43.440283,1690386358000,0.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],31231.6, 
293,901096,,51,-22.861484,-43.399361,1690387186000,29.5,,ida,51 - SENTIDO RECREIO (PARADOR) [IDA],34501.0,242
294,901086,,53,-23.000883,-43.367561,1690384995000,0.0,,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],48523.2, 
295,902032,,46,-22.972311,-43.401324,1690385735000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],36421.6, 
296,902024,,46,-22.854255,-43.251459,1690385987000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],35203.3, 
297,901094,,51,-23.008574,-43.440448,1690385831000,0.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],32877.5, 
298,902027,,43,-22.839805,-43.240144,1690383745000,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],32955.699, 
299,902031,,46,-22.91664,-43.362318,1690387187000,29.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],34942.3,229
300,902028,,46,-22.972362,-43.401653,1690383870000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],37703.0, 
301,902029,,46,-22.854803,-43.252083,1690387199000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],35538.4, 
302,902018,,40,-22.964626,-43.391771,1690384193000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],23747.5, 
303,902046,,46,-22.972296,-43.401378,1690382640000,0.0,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],33522.8,222
304,12715,,10,-23.001804,-43.365715,1690385135000,0.0,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],42497.2, 
305,902010,,22,-23.000639,-43.365292,1690383454000,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],11085.1, 
306,902026,,46,-22.865404,-43.334278,1690387193000,12.6,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],34092.8,201
307,901089,,0,-22.965082,-43.391264,1690381422000,0.0,,,,45839.3, 
308,86850,,14,-23.008182,-43.442758,1683116573000,0.0,,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA,7855.3, 
309,901062,,51,-22.86381,-43.404046,1690387194000,59.4,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],47138.1,64
310,902033,,46,-22.876384,-43.335477,1690387197000,27.5,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],33475.1,30
311,902053,,46,-22.970629,-43.389037,1690387199000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],33633.2,127
312,902035,,43,-22.854359,-43.251662,1690384020000,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],29043.7, 
313,E902000,,43,-22.839841,-43.240108,1690385982000,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],10480.3, 
314,901067,,22,-23.006542,-43.315054,1690385781000,0.0,,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],41877.6, 
315,E902004,,40,-23.000688,-43.365188,1690382991000,0.0,,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],13386.9, 
316,12713,,25,-23.002075,-43.364874,1690384996000,0.0,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],35357.6, 
317,12705,,11,-22.919993,-43.608422,1690383470000,0.0,,ida,11 - SANTA CRUZ X ALVORADA (PARADOR) [IDA],29636.6,272
318,902062,,46,-22.972543,-43.401639,1690386094000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],33393.5, 
319,902048,,46,-22.972364,-43.401654,1690384958000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],24084.9, 
320,44705,,0,-22.919492,-43.60746,1690383621000,0.0,,,,12732.1, 
321,902058,,46,-22.854307,-43.251773,1690386624000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],34575.4, 
322,902021,,46,-22.854232,-43.251834,1690386571000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],28474.1, 
323,12728,,19,-22.920372,-43.607826,1690383793000,0.0,,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],42500.3, 
324,901068,,51,-23.008699,-43.440574,1690386420000,0.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],50956.8, 
325,44731,,0,-22.920193,-43.607418,1678267960000,0.0,,,,2058.1, 
326,902003,,43,-22.839676,-43.240271,1690383736000,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],17496.0, 
327,902102,,35,-23.000731,-43.366358,1690385363000,0.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],12442.3, 
328,901016,,22,-23.000954,-43.365527,1690386718000,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],37457.4,271
329,901082,,53,-22.884496,-43.399438,1690387182000,0.0,,ida,53 - SENTIDO ALVORADA (EXPRESSO) [IDA],47312.9,2
330,902061,,46,-22.85422,-43.251894,1690385721000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],28946.0, 
331,902066,,41,-23.008597,-43.440717,1690387193000,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],31467.9, 
332,902005,,40,-22.964495,-43.391804,1690385659000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],19062.8, 
333,902052,,46,-22.85451,-43.251434,1690383465000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],35709.9, 
334,902050,,43,-22.965627,-43.391177,1690387127000,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],31364.3, 
335,12716,,0,-22.920212,-43.608173,1690383826000,0.0,,,,45581.6,166
336,902016,,40,-22.964501,-43.39189,1690380090000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],18761.3, 
337,902019,,40,-22.964359,-43.39163,1690385676000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],17353.5, 
338,E902009,,35,-22.964679,-43.391668,1689891788000,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],3193.4, 
339,902063,,46,-22.970808,-43.3888,1690387198000,0.1,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],33437.5,127
340,902017,,22,-23.000899,-43.365256,1690382486000,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],23997.8, 
341,E902015,,46,-22.964377,-43.391764,1690385600000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],8188.4, 
342,902057,,46,-23.001338,-43.364182,1690387182000,11.9,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],29213.9,38
343,902060,,43,-22.964847,-43.391693,1690382616000,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],30210.9, 
344,902008,,40,-23.000896,-43.366119,1690385760000,0.0,,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],10639.3, 
345,902047,,46,-22.917785,-43.364022,1690387197000,35.8,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],24129.3,58
346,902007,,40,-22.964287,-43.391754,1690383705000,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],18902.6, 
347,902051,,46,-22.84142,-43.276821,1690387195000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],33163.4, 
348,902067,,46,-22.838375,-43.284424,1690387194000,44.3,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],34254.3,304
349,901088,,53,-22.964806,-43.391941,1690386254000,0.0,,ida,53 - SENTIDO ALVORADA (EXPRESSO) [IDA],41660.8, 
350,901078,,51,-23.008504,-43.439974,1690387191000,0.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],33787.0,81
351,901098,,51,-23.008586,-43.440303,1690383985000,0.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],27406.4, 
352,901090,,53,-22.964534,-43.392079,1690384266000,0.0,,ida,53 - SENTIDO ALVORADA (EXPRESSO) [IDA],36783.3, 
353,901055,,51,-23.008532,-43.440281,1690386922000,0.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],46769.6, 
354,901076,,52,-23.000894,-43.367583,1690386809000,0.0,,volta,52 - SENTIDO V. MILITAR (PARADOR) [VOLTA],31399.8, 
355,902054,,46,-22.854798,-43.252057,1690386403000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],35829.0, 
356,901079,,53,-23.000899,-43.367507,1690385484000,0.0,,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],44226.5, 
357,901084,,53,-22.973157,-43.385292,1690387195000,9.0,,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],52535.0,270
358,901070,,22,-23.006405,-43.315881,1690383660000,0.0,,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],40609.6, 
359,902080,,46,-22.841501,-43.277097,1690387174000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],34518.8, 
360,901081,,53,-22.972856,-43.402208,1690387185000,27.6,,ida,53 - SENTIDO ALVORADA (EXPRESSO) [IDA],42048.1,89
361,902065,,43,-22.839783,-43.24018,1690386594000,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],35457.4, 
362,901069,,22,-23.006494,-43.315711,1690385861000,0.0,,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],37854.5, 
363,901074,,22,-23.000842,-43.36527,1690379381000,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],39650.8,271
364,901085,,53,-23.000938,-43.367234,1690386884000,0.0,,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],43683.4, 
365,902073,,35,-22.876376,-43.330423,1690383248000,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],9883.3, 
366,902030,,31,-23.000753,-43.366301,1690382223000,0.0,,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],11419.3, 
367,902071,,46,-23.001322,-43.365582,1690387181000,0.0,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],36115.4, 
368,902072,,43,-22.964584,-43.391728,1690385033000,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],32768.699, 
369,902101,,35,-22.893944,-43.349252,1690387191000,35.4,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],10181.4,204
370,902068,,41,-23.008681,-43.440656,1690387189000,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],35753.6, 
371,902064,,41,-22.940823,-43.372644,1690387183000,47.5,,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],0.0,185
372,902070,,46,-22.888702,-43.346188,1690387195000,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],36457.3,212
373,901083,,53,-22.915852,-43.397792,1690387176000,55.5,,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],49657.0,320
374,901087,,53,-23.000689,-43.367681,1690387198000,0.0,,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],47758.7,86
